48|Kasus Novanto, KPK Periksa Enam Saksi http://kom.ps/AFyFpL |neutral
49|Polisi Grobogan Beri Bantuan Air Bersih ke Desa yang Alami Kekeringan http://kom.ps/AFyFpJ |neutral
50|Tren Aktivitas Vulkanik Gunung Agung Terus Meningkat http://kom.ps/AFyFpH |neutral
51|Cetak Empat Gol, Messi Pecahkan Rekor Sendiri http://bola.kompas.com/read/2017/09/20/11110008/cetak-empat-gol-messi-pecahkan-rekor-sendiri …|neutral
52|Bahas Isu Rohingya, Agus Ungkit Jasa SBY Berhasil Bujuk Myanmar http://kom.ps/AFyFpF |neutral
53|Studi Ungkap Kesamaan Pekerjaan Pertama Para Miliarder Dunia http://kom.ps/AFyFpE |neutral
54|YouTuber Bayu Skak Berbahasa Jawa, Penonton Banyak dari Suriname http://tekno.kompas.com/read/2017/09/20/11050017/youtuber-bayu-skak-berbahasa-jawa-penonton-banyak-d …|neutral
55|OTT PNS Pemkab Bekasi, Polisi Usut Dugaan Keterlibatan Orang Lain http://kom.ps/AFyFpD |neutral
56|19 Desa di Kabupaten Bantul Mengalami Kekeringan http://kom.ps/AFyFpC |neutral
57|Pasca Badai, Klaim Asuransi di AS Tembus 2 Miliar Dollar AS http://ekonomi.kompas.com/read/2017/09/20/110000426/pasca-badai-klaim-asuransi-di-as-tembus-2-miliar …|neutral
58|Kawasaki Ninja H2 ”Jebol” pada 300 kpj -  http://Kompas.com http://ebx.sh/2hfXZ5j |neutral
59|Polisi Temukan Titik Terang atas Kematian Siswa Korban Duel ala Gladiator http://kom.ps/AFyFpA |neutral
60|Persib Ingin Hentikan Aliran Gol "Top Scorer" Liga 1 http://kom.ps/AFyFoz |neutral
61|Ketika nasib sampai hati menjemput. Sebuah risiko berat pemadam kebakaran: tewas di tempat juang. @damkar_RI  http://bit.ly/2heVdwZ pic.twitter.com/wx5TjQYyAz|neutral
62|Punya kebiasaan mengunyah dan mengisap rambut sendiri? Harap berhati-hati ya. http://bit.ly/2wxmKAq |neutral
63|Jasriadi bersikap tidak kooperatif saat diperiksa tim penyidik. Ada ketidakkonsistenan di jawabannya. @DivHumasPolri http://bit.ly/2wFka6K |neutral
64|Rencana pengembangan kawasan kompleks parlemen bukan isapan jempol belaka. @DPR_RI http://bit.ly/2hgWVue |neutral
65|Setelah sempat ditunda minggu lalu, sidang perdana praperadilan @sn_setyanovanto digelar hari ini. @KPK_RI http://bit.ly/2wwVKBp |neutral
66|Kamu mau ikutan lelang @KPK_RI bersama @KemenkeuRI? Cek daftar barang dan harga selengkapnya di sini!  http://bit.ly/2fypWBs pic.twitter.com/kWblvvlzmQ|neutral
67|.@KemenBUMN masih menunggu proses divestasi 51 persen saham @IDFreeport. http://bit.ly/2fyu4kL |neutral
68|Djarot Saiful Hidayat masih menggodok rencana bebas biaya masuk Ancol. @DKIJakarta @ancoltmnimpian http://bit.ly/2yp1udp |neutral
69|Blepharoplasty, Operasi Plastik untuk Perbaiki Kelopak dan Kornea Mata http://dlvr.it/Pp96cP |neutral
70|Aksi Arogan Ketua DPRD terhadap Dokter, Tampar atau Towel? http://dlvr.it/Pp96c7 |neutral
71|Melihat Perawatan Jaguar"Reklamasi" Sanusi yang Akan Dilelang KPK http://dlvr.it/Pp96Yn |neutral
72|iOS 11 Resmi Hadir, iPhone dan iPad Lawas Tidak Kebagian http://dlvr.it/Pp96WJ |neutral
73|Rangkum Edisi 20 September 2017: Densus Antikorupsi, hingga Pembunuhan Bos Bakmi http://dlvr.it/Pp96Rc |neutral
74|Christine Hakim Dukung Remake Film G30S/PKI http://dlvr.it/Pp948c |neutral
75|Melepas Kepergian Stewart Metz, Bapak Kakaktua Indonesia http://dlvr.it/Pp947K |neutral
76|Nasdem: Ketua DPRD Lebong Bukan Nampar, Tapi Tunjuk Dokter Kena Pipi http://dlvr.it/Pp943y |neutral
77|Wonderful Indonesia dalam Kehangatan Resepsi Diplomatik http://dlvr.it/Pp916N |neutral
78|Putri Jenderal Ahmad Yani Bersyukur Film G30S/PKI Diputar Lagi http://dlvr.it/Pp8yCw |neutral
79|Usai Gempa di Meksiko Banyak Warga yang Masih Tertimbun Reruntuhan http://dlvr.it/Pp8y8T |neutral
80|Sekuritisasi Aset Anak Usaha PLN Rp 4 Triliun Resmi Dicatat di BEI http://dlvr.it/Pp8vtx |neutral
81|VIDEO: Sebut Pengacara Ini Keturunan PKI, Akun Jonru Ginting Dilaporkan ke Polisi  http://dlvr.it/Pp9dMM pic.twitter.com/fjft4IKOUY|neutral
82|4 Perawatan Wajah yang Perlu Pria Lakukan Jika Aktif di Lapangan http://bit.ly/2xdtvap pic.twitter.com/bfEFm065ct|neutral
83|Ubur-ubur Sisir hingga Ikan Kodok, Temuan 'Dunia Lain' Laut Dalam  http://dlvr.it/Pp9d3K pic.twitter.com/77Cxciq8LA|neutral
84|Tolak Penebangan, Warga Australia Berencana Beli Hutan Negara  http://dlvr.it/Pp9d2c pic.twitter.com/8un3VJO4dY|neutral
85|VIDEO: Momen Gempa Dahsyat Meksiko Robohkan Bangunan dalam Sekejap  http://dlvr.it/Pp9d0w pic.twitter.com/7cLHeniPe5|neutral
86|Dassault Systemes Ajak Pemprov Jatim Bangun Kota Masa Depan  http://dlvr.it/Pp9cww pic.twitter.com/5UCSDe9UG4|neutral
87|Kapan Waktu yang Tepat untuk Tukar Tambah Mobil?  http://dlvr.it/Pp9cLH pic.twitter.com/BhJY04UIk8|neutral
88|Permintaan Minho SHINee Selama Tiga Hari di Jakarta  http://dlvr.it/Pp9bYn pic.twitter.com/psSAgB3dbe|neutral
89|Hampir Setahun Menikah, Titi Rajo Bintang Dambakan Anak Laki-Laki  http://dlvr.it/Pp9bYZ pic.twitter.com/vyeq2XiUsV|neutral
90|Nafa Urbach dan Zack Lee Sepakat Bercerai Baik-Baik  http://dlvr.it/Pp9bXs pic.twitter.com/iXnvdlNLhY|neutral
91|Jemaah Haji Asal Tegal Meninggal Usai Jatuh dari Hotel  http://dlvr.it/Pp9bWM pic.twitter.com/UKNTYEX5tV|neutral
92|Gunung Agung Siaga, Umat Siapkan Ritual Suci di Istana Para Dewa  http://dlvr.it/Pp9bSr pic.twitter.com/CLKalkClzI|neutral
93|Pengamen Bandung Sumbang Suara untuk Muslim Rohingya  http://dlvr.it/Pp9bPm pic.twitter.com/Lo2mp0BgH1|neutral
94|Saksikan keseruan sepak bola dengan VideoMAX SuperSoccer TV! #BisaNontonBola http://bit.ly/2fwsMqD pic.twitter.com/jgeCPwXF5X|neutral
95|Saatnya Industri Otomotif Indonesia Lepas Dominasi MPV  http://dlvr.it/Pp9Z08 pic.twitter.com/YpHEmprS25|neutral
96|Anthony dan Jonatan Langsung Angkat Koper dari Jepang Terbuka  http://dlvr.it/Pp9Y4Q pic.twitter.com/tJS4M76mrX|neutral
97|Jadwal Liga 1, Siaran Langsung 20 September 2017  http://dlvr.it/Pp9Y4H pic.twitter.com/eqM2RG8F1F|neutral
98|Bos Inter Milan Ungkap Rayuan agar Perisic Bertahan  http://dlvr.it/Pp9Y4C pic.twitter.com/RWocCRApUR|neutral
99|Praveen / Debby Lewati Rintangan Pertama di Jepang Terbuka  http://dlvr.it/Pp9Y42 pic.twitter.com/eTUULaKQMQ|neutral
100|Morata Bahagia di Real Madrid, tapi...  http://dlvr.it/Pp9Y3n pic.twitter.com/59WgM7viaA|neutral
101|Sejuta Sanjungan untuk Lionel Messi http://ow.ly/1TrM50e8NSk |neutral
102|10 Hal yang Perlu Diketahui Tentang Gempa Meksiko http://ow.ly/WHEl50e8NSi |neutral
103|Pesona Bali International Open Piano Competition 2017 http://ow.ly/kF8h50e8NSj |neutral
104|Momo Geisha Berduka, Ayahandanya Meninggal Dunia http://ow.ly/tkWq50e8LJn |neutral
105|Menteri Pariwisata Ajak Investor Inggris Investasi di Sektor Pariwisata http://ow.ly/TjAk50e8LJo |neutral
106|Ini yang Bikin International Tur de Banyuwangi Ijen 2017 Berbeda http://ow.ly/aMvS50e8LJk |neutral
107|Ini Tekad Billy Keraf Saat Persib Vs Bali United http://ow.ly/Qewu50e8LJl |neutral
108|Debut Sukses, Karangasem Travel Mart Tembus Transaksi Rp2,5 Miliar http://ow.ly/aVxS50e8LJm |neutral
109|Ketika Dedemit Terusir dari Tempat Tinggalnya http://ow.ly/A0UX50e8JGc |neutral
110|Sosialisasi INACEB, Kemenpar Kejar Perbaikan Rangking Dunia http://ow.ly/avSk50e8JGb |neutral
111|Berziarah ke Makam Dewi Sartika http://ow.ly/96ux50e8JG8 |neutral
112|HUT Kota Bandung, Ridwan Kamil Ziarah ke Makam Dewi Sartika http://ow.ly/JE4T50e8JG9 |neutral
113|Gempa Hebat di Meksiko, 139 Tewas http://ow.ly/rkpY50e8JGa |neutral
114|Lima Cara Sederhana Mencerahkan Kulit Kusam http://ow.ly/nsAe50e8Irp |neutral
115|Antisipasi Letusan Gunung Agung dengan Ritual http://ow.ly/XpgX50e886x |neutral
116|BPPD Denpasar Siaga Terkait Gunung Agung http://ow.ly/j7iS50e886w |neutral
117|5 Alasan Kenapa Bekerja dari Rumah Ternyata Lebih Produktif http://ow.ly/dVW150e886v |neutral
118|Pengumpulan Koin Bobotoh Persib untuk Bayar Sanksi PSSI Ditutup http://ow.ly/mA6850e84Fv |neutral
119|Indonesia Terus Pimpin Klasemen ASEAN Para Games 2017 http://ow.ly/fxp850e84Fu |neutral
120|Aksi Solidaritas untuk Rohingya, Warga Bandung Barat Tuntut Embargo Ekonomi http://ow.ly/3F2Z50e84Ft |neutral
121|21+27+09=57%! Menyambut ulang tahun Kontan yang ke - 21, kami berikan diskon super heboh untuk produk e-paper Kontan. Jangan ketinggalan ya!pic.twitter.com/jwFTrPP1Pq|neutral
122|Terkait Rohingya, AHY singgung jasa sang ayah   http://nasional.kontan.co.id/news/terkait-rohingya-ahy-singgung-jasa-sang-ayah … #Rohingya|neutral
123|Kecantikan Eiffel kini berbalut kaca anti peluru http://Internasional.kontan.co.id/news/kecantikan-eiffel-kini-berbalut-kaca-anti-peluru …|neutral
124|Aktivitas vulkanik Gunung Agung terus meningkat   http://regional.kontan.co.id/news/aktivitas-vulkanik-gunung-agung-terus-meningkat … #ErupsiGunung|neutral
125|Kasus Setnov, ada enam saksi yang diperiksa  http://nasional.kontan.co.id/news/kasus-setnov-ada-enam-saksi-yang-diperiksa … #Dugaankorupsie-KTP|neutral
126|IPO, WIKA Gedung akuisisi beberapa perusahaan  http://investasi.kontan.co.id/news/ipo-wika-gedung-akuisisi-beberapa-perusahaan … #InitialPublicOffering(IPO)|neutral
127|Wuling Sidoarjo sudah catat indent 50 unit    http://industri.kontan.co.id/news/wuling-sidoarjo-sudah-catat-indent-50-unit … #Otomotif|neutral
128|September, bulan baik untuk investasi http://investasi.kontan.co.id/news/september-bulan-baik-untuk-investasi …|neutral
129|Divestasi saham Freeport langsung diambil Inalum  http://industri.kontan.co.id/news/divestasi-saham-freeport-langsung-diambil-inalum … #Freeport|neutral
130|Pajak membidik aset tersembunyi Anda http://nasional.kontan.co.id/news/pajak-membidik-aset-tersembunyi-anda …|neutral
131|[PILIHAN] Lusa, BI keluarkan aturan biaya top up e-money http://Keuangan.kontan.co.id/news/lusa-bi-keluarkan-aturan-biaya-top-up-e-money …|neutral
132|2020, ekonomi digital diramal capai Rp 1.700 T  http://nasional.kontan.co.id/news/2020-ekonomi-digital-diramal-capai-rp-1700-t … #Makroekonomi|neutral
133|BUMN konstruksi pastikan kas aman http://investasi.kontan.co.id/news/bumn-konstruksi-pastikan-kas-aman …|neutral
134|Wuling & tiga Jaringannya ramaikan GIIAS Surabaya  http://industri.kontan.co.id/news/wuling-tiga-jaringannya-ramaikan-giias-surabaya … #Otomotif|neutral
135|Masih ada peluang bunga acuan turun http://nasional.kontan.co.id/news/masih-ada-peluang-bunga-acuan-turun …|neutral
136|ADHI kantongi kontrak township Rp 537 miliar    http://industri.kontan.co.id/news/adhi-kantongi-kontrak-township-rp-537-miliar … #AdhiKarya/ADHI|neutral
137|Bijak Bersosmed ala Kantor Staf Presiden-Tango  http://industri.kontan.co.id/news/bijak-bersosmed-ala-kantor-staf-presiden-tango … #MediaSosial|neutral
138|Pendapatan emiten baja bisa lebih tebal http://investasi.kontan.co.id/news/pendapatan-emiten-baja-bisa-lebih-tebal …|neutral
139|Penawaran masuk lelang SUN capai Rp 52,41 triliun  http://investasi.kontan.co.id/news/penawaran-masuk-lelang-sun-capai-rp-5241-triliun …|neutral
140|Hari Belanja Online Kota  http://pressrelease.id/release/sapa-konsumen-di-13-kota-lazada-hadirkan-hari-belanja-online-kota-harbolta … @IDPressrelease|neutral
141|Setoran dividen BUMN bertambah http://nasional.kontan.co.id/news/setoran-dividen-bumn-bertambah …|neutral
142|Pemerintah RI kirim puluhan ton bantuan pangan dan logistik bagi pengungsi Rohingya di Bangladesh, Rabu (13/9). ANTARA News / Bayu Prasetyopic.twitter.com/L0IPgUsZ5Q|neutral
143|Pemimpin Hamas tegaskan seruan rekonsiliasi http://antaranews.com/653682 |neutral
144|Lokawisata Baturraden siapkan kegiatan "Grebeg Suran Baturraden" http://antaranews.com/653681 |neutral
145|ASEAN Para Games - Tim sepak bola Indonesia ke semifinal http://antaranews.com/653680 |neutral
146|Dinkes siapkan tim bantuan medis antisipasi erupsi Gunung Agung http://antaranews.com/653679 |neutral
147|Polri periksa kejiwaan pimpinan Saracen http://antaranews.com/653678 |neutral
148|Kodim Buleleng dirikan posko antisipasi letusan Gunung Agung http://antaranews.com/653677 |neutral
149|Jakarta diprakirakan masih panas hingga sepekan ke depan http://antaranews.com/653676 |neutral
150|MPR: jangan terpancing isu pecah-belah bangsa http://antaranews.com/653675 |neutral
151|Tujuh jenis obat mengandung PCC ini dilarang beredar sejak Tahun 2013 lalu. Apa saja? http://www.antaranews.com/berita/653558/tujuh-jenis-obat-mengandung-carisoprodol-dilarang-beredar …|neutral
152|Presiden buka IBD Expo 2017 bahas perkembangan digital http://antaranews.com/653674 |neutral
153|Israel dukung pembentukan negara Kurdi http://antaranews.com/653673 |neutral
154|Menyiasati keuangan keluarga untuk "freelancer" http://antaranews.com/653672 |neutral
155|Bangladesh jalankan program pengendalian kelahiran bagi pengungsi Rohingya http://antaranews.com/653671 |neutral
156|Rupiah pada posisi Rp13.259 per dolar AS Rabu pagi http://antaranews.com/653670 |neutral
157|Ini penyebab cuaca panas Jakarta http://antaranews.com/653669 |neutral
158|Momo Geisha bertolak dari Jepang untuk lihat jenazah ayahnya http://antaranews.com/653668 |neutral
159|IHSG dibuka menguat tipis 2,81 poin http://antaranews.com/653667 |neutral
160|Gempa 3,8 SR guncang Kabupaten Jayapura http://antaranews.com/653666 |neutral
161|Gubernur Jawa Tengah ajak warganya "menabung air" http://antaranews.com/653665 |neutral
162|BNPB: pengungsi Gunung Agung kembali ke rumah http://antaranews.com/653664 |neutral
163|Perempuan Belanda didenda dan disuruh kencing di toilet pria  http://bbc.in/2f9Hjba pic.twitter.com/Et0mPluksc|neutral
164|Rencana pemungutan biaya isi saldo uang elektronik dianggap ‘maladministrasi’ dan ‘tidak fair’  http://bbc.in/2fioG8u pic.twitter.com/txdR2wTMd4|neutral
165|Jasa persewaan boneka seks dihentikan beberapa hari setelah diluncurkan  http://bbc.in/2wvBbF7 pic.twitter.com/2DwfopFKGM|neutral
166|Bisakah film 'Jagal' dan 'Senyap' karya Joshua Oppenheimer 'menggantikan' film Pengkhianatan G30S/PKI?  http://bbc.in/2xfU4cy pic.twitter.com/t7zd0Y3n0u|neutral
167|Tahukah Anda: Amerika Serikat dan Inggris masuk 'konsumen terbesar' konten jihadis di internet  http://bbc.in/2fitriD pic.twitter.com/OuVKcvfkU6|neutral
168|Mengapa kematian akibat aksi tembak di tempat oleh Polri  'meningkat empat kali lipat' pada 2017?  http://bbc.in/2wwveru pic.twitter.com/ccuZ4LbSKR|neutral
169|Dipastikan rangakain topan badai pasti tak melalui Indonesia -dan beberapa fakta lainnya  http://bbc.in/2xPZtdl pic.twitter.com/a5YzDGXBYm|neutral
170|Diduga ‘suap polisi Indonesia’, Uber diselidiki aparat AS  http://bbc.in/2xdyE1Y pic.twitter.com/GKqcdyETBS|neutral
171|Riset paling baru menunjukan bahwa harga daging di Indonesia paling tidak terjangkau dibandingkan negara lain.  http://bbc.in/2xfPN90 pic.twitter.com/0GLp5DjTQg|neutral
172|Topan pasti tak melalui Indonesia dan beberapa fakta lainnya  http://bbc.in/2f8ZUnM pic.twitter.com/g5sJ3yvPT9|neutral
173|Bisakah film Jagal dan Senyap karya Joshua Oppenheimer 'menggantikan' film G30S/PKI?  http://bbc.in/2xuPdGw pic.twitter.com/rbgaqZbFZL|neutral
174|Kapankah tepatnya masa muda berakhir?  http://bbc.in/2f928U6 pic.twitter.com/q4NzGi3toL|neutral
175|Biaya isi saldo uang elektronik dianggap ‘maladministrasi’ dan ‘tidak fair’  http://bbc.in/2xdwhwf pic.twitter.com/72VSbfWgzn|neutral
176|Gempa hantam Meksiko, korban tewas lebih dari 100 orang  http://bbc.in/2f8M3h7 pic.twitter.com/hVBY6e6OKN|neutral
177|Tembak di tempat kasus narkoba 'meningkat empat kali lipat' pada 2017  http://bbc.in/2f9h7gY pic.twitter.com/6vl5kh7klK|neutral
178|Iklan foto Melania Trump untuk kursus bahasa Inggris dicabut  http://bbc.in/2f8362Z pic.twitter.com/8moPTniB0F|neutral
179|Senapan AK-47 disebut sebagai 'merek kebudayaan' Rusia  http://bbc.in/2xdOGcm pic.twitter.com/wpIijBaBHO|neutral
180|Trump: AS dapat hancurkan Korea Utara secara total  http://bbc.in/2f82fzf pic.twitter.com/PqqQh81MSO|neutral
181|Mengapa harga daging sapi di Indonesia mahal?  http://bbc.in/2xbNA0D pic.twitter.com/YD3UTAxtqU|neutral
182|Penelitian: Amerika Serikat dan Inggris masuk 'konsumen terbesar' konten jihadis di internet  http://bbc.in/2f6PkgU pic.twitter.com/D99MMq302M|neutral
183|Belajar dari Hong Kong, uang elektronik yang banjir insentif. Baca analisis selengkapnya di sini. https://www.cnnindonesia.com/gaya-hidup/20170920112417-262-242906/rayuan-biji-kopi-termahal-dunia/ …|neutral
184|Mencicipi biji kopi termahal dunia di Dubai pada akhir September mendatang, Sabtu (30/9). http://www.cnnindonesia.com/gaya-hidup/20170920112417-262-242906/rayuan-biji-kopi-termahal-dunia …|neutral
185|Himbara sepakat untuk tidak memungut biaya top-up uang elektronik. #CNNIDNewsReportpic.twitter.com/Tytgkr3NlK|neutral
186|Polres Cirebon kembali melakukan olah TKP & sterilisasi lokasi penangkapan tersangka teror kunjungan Presiden @jokowi. #CNNIDNewsReportpic.twitter.com/CnckbfUjVt|neutral
187|Valverde mulai terbuai dengan pesona Lionel Messi. Baca selengkapnya di sini. https://www.cnnindonesia.com/olahraga/20170920095916-142-242876/valverde-mulai-terbuai-pesona-lionel-messi/ …|neutral
188|Hasil autopsi temukan tanda kekerasan sebagai penyebab kematian siswa yang tewas diduga karena aksi duel gladiator. #CNNIDNewsReportpic.twitter.com/8v7RCRtSs7|neutral
189|Ini hal di balik isyarat @Jokowi yang gagaskan pembuatan film G30S/PKI versi milenial. Baca selengkapnya di sini. https://www.cnnindonesia.com/nasional/20170920071538-20-242855/di-balik-isyarat-jokowi-gagas-film-g30s-pki-versi-milenial/ …|neutral
190|Apa saja tantangan bagi investor untuk mengembangkan ekonomi digital di Indonesia? Baca selengkapnya di  http://cnn.id/242905 pic.twitter.com/Mh6IQleu0i|neutral
191|Ini rahasia Kim Kardashian saat ujian di bangku sekolah. Baca selengkapnya di  http://cnn.id/242891 pic.twitter.com/fK9o9GYY0N|neutral
192|Polisi berhasil menggagalkan penyelundupan pil PCC di Takalar, Sulawesi Selatan. #CNNIDNewsReportpic.twitter.com/lZNEKhy93l|neutral
193|Rini menargetkan divestasi Freeport bisa tuntas pada Desember 2018. https://www.cnnindonesia.com/ekonomi/20170920102631-85-242883/rini-targetkan-divestasi-freeport-tuntas-desember-2018/ …|neutral
194|Lionel Messi menggila, ciptakan empat gol. Lihat foto selengkapnya di sini. https://www.cnnindonesia.com/olahraga/20170920104015-144-242892/foto-lionel-messi-menggila-ciptakan-empat-gol/ …|neutral
195|Kepolisian Inggris menangkap tersangka ketiga teror bom London. https://www.cnnindonesia.com/internasional/20170920103330-134-242884/inggris-tangkap-tersangka-ketiga-teror-bom-london/ …|neutral
196|Bagaimana minat mayoritas pembaca CNNIndonesia mengenai ketertarikan film G30S/PKI? Cari tahu selengkapnya di  http://cnn.id/242853 pic.twitter.com/c3xmebAanu|neutral
197|Di Jakarta mobil dilarang parkir di pinggir jalan, di Paris, Prancis justru sebaliknya. Penelusuran @praburevolusi  https://youtu.be/SDqWB-oUoFY pic.twitter.com/SOnWUZx90u|neutral
198|Polisi temukan sejumlah tanda kekerasan usai autopsi jenasah yang diduga korban duel gladiator di Bogor  https://youtu.be/dhxdzitIrC4 pic.twitter.com/iR7reS70dM|neutral
199|Anak harus dikenalkan sedari dini dengan buku  https://youtu.be/zRRtCNr2XrY pic.twitter.com/JnCNDF8Qwf|neutral
200|Simak penampilan dan cerita perjalanan @pijarmusic di #MusicAtNewsroom, Rabu 20/09, eksklusif streaming di  http://cnnindonesia.com pic.twitter.com/F4rxhFsRQ0|neutral
201|Mulai dilirik konsumer luar negeri, desainer busana muslim Indonesia tampil di Turki dan Dubai. https://www.cnnindonesia.com/gaya-hidup/20170920102516-277-242886/desainer-busana-muslim-indonesia-tampil-di-turki-dan-dubai/ …|neutral
